Mean,Median,Std,Var,Max,Min,25th Percentile,75th Percentile,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Spectral Rolloff,Peak Frequency,RMS,Spectral Skewness,Spectral Kurtosis,Label
222170.6285707382,26441.04818707645,849599.8707796251,721819940428.7557,17484724.601860985,44.55665274094063,7605.222883400231,109214.54110421512,908.3281531305696,1144.8916622589572,0.14641429798909808,486.5790976584809,310.2642645760864,878168.3942321498,2.8225965475389705,12.302553838813118,crying
93351.46831764742,7120.063789373577,569378.2878330392,324191634655.68317,11220420.516130952,0.5514388064072581,2301.777387770308,27949.11298788234,803.946766170254,947.7166176898206,0.08364832313319852,447.81879194630875,407.5503355704698,576980.1827556505,3.300053785494877,16.14100245583937,crying
330706.5247056504,68910.77787180978,950277.6886434585,903027685533.554,15938944.355418153,17.94991022337215,28067.459156483175,203291.62697845954,1265.7214692317366,1488.3104934896867,0.23481843964495427,587.3333333333333,283.1111111111111,1006178.1606735673,2.4391487664622824,8.908521278245587,crying
500484.07077856484,170640.49289888836,1569137.3793257426,2462192115197.26,33346305.127443656,25.008125593974842,67590.72314309832,356794.9846468195,1785.220852489454,2057.038094677505,0.3040321988058446,605.5335968379445,306.91699604743076,1647020.4674806998,1.503776031898019,3.8760829148932845,crying
100821.16909173342,21057.875282695688,426851.8431214139,182202495976.14813,9705517.963156102,5.792258517291621,11032.90186511499,45589.43515544058,1164.9031631714838,1594.431690179793,0.23671166052423437,286.26373626373623,283.6996336996337,438597.0863026475,2.300599739011876,7.783857984328965,crying
138594.19335732883,29535.696483258766,614058.7064413622,377068094956.439,15517007.029821424,19.072923167312357,8481.990741268073,69463.03949420046,1467.1269575142758,1524.648003128232,0.18976270956720223,539.1634980988593,503.2319391634981,629504.9208614714,2.2992619984041647,8.112745347063303,crying
245661.0967997644,76373.77662127026,1079316.968863635,1164925119276.9849,22708399.663603365,81.70684955096145,39513.949787299534,149403.62722874878,2155.1999692724876,2608.469164243792,0.31088304248437826,426.11683848797253,404.63917525773195,1106921.1777528916,1.054935069913447,2.377331052421989,crying
125894.85181426094,38204.40794804237,494999.20886465604,245024216776.6354,11950960.377753802,8.304822857194042,11745.342492690308,87519.65493217134,1735.5852824232127,1943.2481993073372,0.25968219918291846,534.5283018867925,325.66037735849056,510757.99601178063,1.4267270272471355,4.225098087451184,crying
317465.69757570303,108066.1091820958,1098167.1389152445,1205971064993.294,32367877.375609234,84.4304045145143,46201.7570405373,257619.57702110452,1642.1801260203501,1761.873426524736,0.32930467118113266,405.2903415233087,375.60890976791364,1143134.0840559877,1.4509480107707735,4.147424080654332,crying
141529.1249845186,23713.340775468387,714348.5972630265,510293918411.6537,17868618.516129162,5.6792710685117385,9138.441831126082,60000.361774105026,1153.8642253215257,1300.2916379172907,0.16277739264873012,496.5346376053224,446.12936641001266,728233.7616662229,2.3613028919097214,8.472298165613783,crying
457692.4159881979,74628.0197675169,1781900.7365899247,3175170235059.7163,48084730.31388486,62.23907058869906,29065.271132025115,245253.60384522416,1172.3211718082719,1293.015223583494,0.17733622125027623,507.0484581497797,412.9955947136564,1839742.5316366502,2.4985746776612148,9.528022210336172,crying
160975.60812606092,64319.63576330559,487172.8132216446,237337349942.29144,11618399.285127733,1.8975129049591837,33864.88448683242,120308.22419396859,1909.7424026623216,2019.0302173386951,0.37079169225905423,522.3451327433628,502.43362831858406,513079.4249956303,1.2847417714857212,3.4416709472497193,crying
231545.7193574089,61172.441919611156,795534.3809564008,632874951283.6837,17544100.760081854,45.94002386545683,22206.30254948258,165914.21775086733,1490.6331858117273,1524.2779573349794,0.25416440424392533,645.2179592572156,519.8139660589408,828545.9380362828,2.082453429568699,7.12484265753726,crying
842226.0647627532,430353.3958924423,1554652.8803191565,2416945578284.6494,24714475.98607117,29.57679583355726,197962.37779193273,806082.5927048641,2080.5728809087063,1889.2445574639755,0.3989189319430072,932.0318716170026,454.54036062891527,1768131.873602872,1.0543262428235542,2.9088200283783774,crying
503571.7318079475,163979.297888245,1505038.515431344,2265140932931.7837,41405908.9783514,5.853039485645703,43064.642188246566,456458.13505653496,1601.2259341921751,1524.7730650605376,0.2654131026631696,430.4773889840482,351.4291373906154,1587049.2815309293,1.2513533431272768,4.263615091086742,laughing
512852.15557335416,190135.78193722668,799872.1991584691,639795534986.6056,9834902.755076587,139.40627505759232,83853.29235456526,587918.373415081,2011.0830300786324,1605.793076034579,0.3937255759937478,1944.1315509714775,402.9766347741512,950164.65334322,1.4378728040839293,4.887288166452454,laughing
148946.5656517087,61270.036466466954,309138.77665955026,95566783234.5633,4418981.021222607,5.948063118670716,26416.71156724547,136966.79883601982,1843.4024343011843,1879.5919917088954,0.3850044554348887,777.5590551181102,230.90551181102362,343149.9127990593,1.3517050435132656,4.0164264929521645,laughing
256026.20597135014,128168.89493380701,413202.90400757705,170736639880.29495,5292457.967956062,8.976419149856484,66379.96039127687,262773.1105058312,2068.036325560667,1919.9433824578302,0.457361802255063,1785.4710917364048,68.05188744285698,486092.64345840417,1.0667976471241716,3.2250823816783454,laughing
321378.74259479664,165342.79476390214,563899.3479295624,317982474595.38574,10985740.250655651,16.035114299477485,73540.18424177809,336524.3131034828,2266.494637583895,2008.2774511666225,0.44084716311026617,1651.7085914128008,516.8611918706724,649050.6688904944,1.1251950566066022,3.142978483293257,laughing
757734.6055695179,305475.22167826275,1136820.4225740985,1292360673181.5518,11629166.429692077,35.35203820543868,66133.30093273654,946964.505093914,2140.966693619435,1415.8965985903678,0.30186464602961055,1909.2986150998786,1209.6240985385155,1366207.3069849776,1.061211973188922,3.5543733061844667,laughing
488457.6489916517,108479.53762071824,1045292.0130377294,1092635392520.4686,13571866.706578832,4.044260349386198,45212.64944658728,372514.291526863,1363.8857375493258,1394.5247468058965,0.24042762839915122,949.7309695813415,553.2380115329374,1153787.7913112622,2.1464875332699567,7.396291465866378,laughing
690162.4126798942,375748.7992012753,1009680.6755018958,1019455066481.9646,11687185.118708108,31.570670738422894,190663.3570367449,677820.0514533814,2424.824199911583,2043.5371757113335,0.47872940730714436,1559.6061542031005,652.4267339510739,1223020.5322716774,0.9904431186187443,2.6247885676718683,laughing
659852.4822371418,221424.87978827587,1288510.2924039136,1660258773630.8186,22308842.057543382,40.922202026030796,95825.009001284,643340.8552566579,1830.96644308984,1737.6382123969356,0.3352121673528883,1572.137871483054,227.38720587177087,1447640.8642841415,1.370157522563626,4.159913015499531,laughing
554030.2061611348,222741.0247340372,815709.83358799,665382532612.1464,6958168.336866221,14.412480353245996,40249.92860224791,725187.8796226027,2047.8469074116306,1511.0855307690192,0.29295812020772394,2043.8073394495411,480.5045871559633,986068.9640948527,0.9426270197262461,3.1792259707947874,laughing
656471.829192345,172321.13838621127,1415217.3546942389,2002840161027.7593,17306472.132949084,44.50249381052362,73947.59111594238,469195.4352994336,1567.875600509483,1415.703560801479,0.26407713244867076,1334.1294890386419,595.4107310415422,1560062.634496097,2.0639868271908695,6.958481585953951,laughing
365118.82995460025,147406.15707334568,583392.6116186333,340346939291.2094,5980739.859720455,8.221642839066579,43450.97205643142,381508.6855209828,1878.4822681321282,1449.9242801577698,0.3304674974891817,1875.598086124402,852.6315789473686,688228.6678703713,1.339351171846559,4.458372857522526,laughing
584458.8030620413,193620.24604999548,966245.8596012321,933631061196.5239,11405959.953117514,85.44152090894522,84988.876126293,509150.46445932233,1763.7139959036344,1698.315281948212,0.35692388952924214,1618.7347019779927,511.76431674347833,1129257.7888477182,1.6947909402012267,5.23282991423427,laughing
359882.6400152325,117925.17300525862,721438.1351209524,520472982806.7976,10185271.104059417,1.5261363539487993,51783.61415791712,321799.6670012789,1883.381091579737,1638.0169734299523,0.3279328730308277,2121.808510638298,310.2836879432624,806218.6411831044,1.283233961678617,4.509844894595359,laughing
596382.8846041384,241626.49446771276,890664.2493911405,793282805143.4838,9079008.086670887,141.38006814078713,116623.93847116601,640520.7426306213,2125.6615035160003,1695.364421790747,0.4122468531051415,1736.6313704153238,1124.7924775736267,1071893.3483291317,1.514717678413243,4.564535322862151,laughing
550522.0004642858,130779.57440361893,948777.709074909,900179141237.4327,10501534.044808278,44.4285189876664,42664.99193825948,611156.4160640616,1577.405994625967,1297.546734416719,0.2573700610292175,1484.2514946033784,403.80371544356615,1096929.1746656352,1.6906974186167283,6.339001446261808,laughing
804083.2408984168,400049.4450539184,1237373.8914614862,1531094147270.5417,17052044.904405367,54.72809257686306,193244.14322079605,860926.7191260102,2550.83687326398,1831.8347492157457,0.44991951811497916,1914.7277727811884,602.510460251046,1475684.2499546586,0.8550819102339371,2.690371213510074,laughing
297517.0129089438,60798.61406469221,711702.2876900339,506520146303.22784,7946787.830060141,10.469323327878369,21796.282530699693,169221.59598036172,1210.5705552291074,1444.1143931608576,0.1996603785250646,696.6535433070866,675.5905511811023,771386.1025929159,2.0947899036829467,6.655500716071546,laughing
269696.54960468854,94696.54653567287,578644.0666044542,334828955816.54,10686770.334653925,0.5742155170648865,47078.95333394802,211185.5630148215,1591.8192840680554,1816.2466195648135,0.36169745125868175,849.4444444444443,216.1111111111111,638408.321284438,1.6325887902277914,4.809744069205185,laughing
390850.9139592715,125995.71845112722,846585.8069753761,716707528572.1487,16497629.2422988,4.635933127826436,33053.16897799987,410473.0239395635,1797.866196687688,1430.6743921625616,0.27288169568157444,1427.2401433691757,718.8172043010752,932454.8061514545,1.3349962405089404,4.225001123674205,laughing
626899.558973502,180323.82654947613,1140711.7823993703,1301223370504.7485,13694012.101868454,24.103126571497583,40719.32383259137,634237.0099240697,1615.5978747658933,1317.7713500040634,0.25304701422044706,1753.82902306693,362.2588779843455,1301624.5340135226,1.5342694430279529,5.65728755904161,laughing
606458.3790513427,121169.61015860431,1285506.319748028,1652526498112.119,14184207.535639975,144.81314807630875,43572.007371896674,478438.15595882037,1286.999432393952,1367.554499624229,0.23294704745250308,904.1638542485034,276.3657287021566,1421379.0007009746,2.1347972914394275,7.815671702530755,laughing
494994.0221118035,122726.48445473678,936346.5348410083,876744833308.7635,9142116.673096918,9.266961150434364,52400.91088866305,349871.6238500087,1587.9362114178516,1506.6504884623814,0.28051744053416083,1529.9513856464062,389.57400642698235,1059133.5681750362,2.238798510713662,7.8670450575680215,laughing
347812.9564967848,113128.12133399965,612312.3655386788,374926432991.5727,7226702.865699009,23.913107579608575,27732.83976510868,397432.6964831044,1934.6687924528057,1433.7437198398077,0.2952512620559335,2031.2030075187968,58.08270676691729,704201.878511132,1.2935387236152829,5.223861250526757,laughing
669823.5779830298,70291.96743205244,1744843.8925078954,3044480209222.104,28751572.64661029,19.846834203666848,26783.795346225586,415320.04236341425,1002.9151808757525,1090.7461289671025,0.15074250571302433,741.390106449593,533.8311220330572,1868995.4079248272,2.8357043475980075,13.040834558448593,laughing
